Cluster ID,sponsor_SPONSOR_CODE,sponsor_SPONSOR_NAME,sponsor_STATE,sponsor_POSTAL_CODE,sponsor_COUNTRY_CODE,rolodex_STATE,rolodex_POSTAL_CODE,rolodex_COUNTRY_CODE,rolodex_ADDRESS_LINE_1,rolodex_ADDRESS_LINE_2,rolodex_ADDRESS_LINE_3,rolodex_CITY,sponsor_DUN_AND_BRADSTREET_NUMBER
5222,101355,Shanghai Sixth People's Hospital,,,CHN,,,CHN,600 Yishan Road,Jiao Tong University,,Shanghai 200233,420024374
5223,101356,Second Affiliated Hospital of Shanxi Medical University,,,CHN,,,CHN,382 Wuyi Road,,,"Taiyuan, Shanxi",528908210
5224,101357,Beijing Anzhen Hospital,,,CHN,,,CHN,2 Anzhen Rd,Chaoyang District,,Beijing 100029,528922261
5225,101358,Peking University International Hospital,,,CHN,,102206,CHN,No.1 Life Park Road,Life Science Park of Zhongguancun,Changping District,Beijing,548475884
5226,101359,Kennemer Gasthuis Haarlem,,,NLD,,,NLD,PO Box 417,,,2035 RC Haarlem,413284589
5227,101360,Third Hospital of Hebei Medical University,,,CHN,,050051,CHN,No.139 Ziqiang Road,Shi Jia,,Zhuang,653901892
5228,101361,Hospital Universitari Mutua de Terrassa,,,ESP,,,ESP,"Placa del Dr. Robert, 5",Terrassa,,08221 Barcelona,477192095
5229,101362,University Hospital Vall d'Hebron,,,ESP,,,ESP,"Pg. Vall d'Hebron, 119-129",Orthopaedic Surgery and Traumatology Service,,"DP, Barcelona 08023",474373995
5230,101363,"Siemens Healthcare Diagnostics, Inc",NY,10591-5005,USA,NY,10591-5005,USA,511 Benedict Avenue,,,Tarrytown,
5231,101364,Defence Services Medical Research Centre,,,MMR,,,MMR,DSMRC Pyay Road,,,Nay Pyi Taw,
5232,101365,National Malaria Control Program,,,MMR,,,MMR,"Room no. (2-A), 2nd Floor, U Kun Zaw Condo","U Kun Zaw Avenue Lane, Kan Street",Hlaing Township,Yangon,
5233,101366,Population Service International,,,MMR,,,MMR,16 West Shwe Gone Dine 4th Street,Bahan,,Yangon,
5234,101367,"Child First Authority, Inc.",MD,21211-1855,USA,MD,21211-1855,USA,"3904 Hickory Avenue, Suite 200",,,Baltimore,108788006
5235,101368,Deventer Hospital,,,NLD,,7213EB,NLD,Veerweg 20,,,Gorssel,409699667
5236,101369,Renaissance Academy High School,MD,21217-3044,USA,MD,21217-3044,USA,1301 McCulloh Street,,,Baltimore,006972470
5237,101370,AIM Basketball Association,MD,20768-0698,USA,MD,20768-0698,USA,P.O.Box 698,,,Greenbelt,079758930
96,101371,Afrikan Youth Alchemy,MD,21215-4031,USA,MD,21215-4031,USA,5807 Woodcrest Avenue,,,Baltimore,079828305
5238,101372,University of Montreal Hospital Research Centre,MD,,CAN,QC,H2X0A9,CAN,"Tour viger, Pavillion R","900, St-Denis Street, Suite R05.400",,Montreal,208831198
5239,101373,Washington State University,WA,99164-3140,USA,WA,99164-3140,USA,423 Neill Hall,PO Box 643140,,Pullman,041485301
5240,101374,"Holistic Life Foundation, Inc.",MD,21218-4666,USA,MD,21218-4666,USA,"2601 North Howard Street, Suite 140",,,Baltimore,131494556
5241,101375,The Promise Resource Center,MD,20622-3166,USA,MD,20622-3166,USA,29958 Killpeck Creek Court,,,Charlotte Hall,069922081
5242,101376,Tianjin Hospital,,,CHN,,20406,CHN,Jiefangnan Street 406 Hexi District,,,Tianjin,548158488
5243,101377,IMHRO Global Innovation for Brain Health,CA,94573-0680,USA,CA,94573-0680,USA,P.O. Box 680,,,Rutherford,
5244,101378,National Lutheran Communities and Services,MD,20850-6265,USA,MD,20850-6265,USA,2301 Research Blvd,Suite 310,,Rockville,
5245,101380,Ardea Biosciences Inc.,CA,92121-3026,USA,CA,92121-3026,USA,9390 Towne Centre Drive,,,San Diego,
5246,101395,National Center for Responsible Gaming,MA,01915-6182,USA,MA,01915-6182,USA,"900 Cummings Center, Suite 216-U",,,Beverly,168310774
5247,101396,"Heat Biologics, Inc.",NC,27713-4382,USA,NC,27713-4382,USA,801 Capitola Drive,Bay 12,,Durham,
5248,101415,International CTEPH Association,,,CHE,,,CHE,c/o artax Fide Consult AG,Gartenstrasse 95,,Basel CH-4002,
5249,101435,STMD-Rural Maryland Council,MD,21401-8960,USA,MD,21401-8960,USA,50 Harry S. Truman Parkway,,,Annapolis,118959274
5250,101455,University of the Witwatersrand,,2050,ZAF,,2050,ZAF,No. 8 Blackwood Avenue Parktown,,,"Johannesburg, Gauteng 2193",639391218
5251,101475,NewWave Telecom & Technologies,MD,21075-6458,,MD,21075-6458,USA,6518 Meadowridge Road,Suite 100,,Elkridge,133570601
5252,101496,Somerset County Health Department,MD,21871-3922,USA,MD,21871-3922,USA,7920 Crisfield Highway,,,Westover,
5253,101497,"Washington County Community Action Council, Inc.",MD,21740-5508,USA,MD,21740-5508,USA,101 Summit Avenue,,,Hagerstown,147773535
5254,101498,Baltimore County Communities for the Homeless,MD,21093-6407,USA,MD,21093-6407,USA,1200 Doragan Court,,,Lutherville,008832766
5255,101499,Kentucky Partnership for Families and Children,KY,,USA,KY,40601-2106,USA,207 Holmes Street,1st Floor,,Frankfort,001068480
5256,101500,University of Connecticut School of Nursing,CT,06269-1133,USA,CT,06269-1133,USA,438 Whitney Road,Extension Unit 1133,,Storrs,614209054
180,101502,US Department of Education Institute of Education Sciences,DC,20208-0001,USA,DC,20208-0001,USA,"555 New Jersey Avenue, NW",,,Washington,614745263
5257,101515,"BiO2 Medical, Inc",TX,78258-3466,USA,TX,78258-3466,USA,"18618 Tuscany Stone, Suite 100",,,San Antonio,
5258,101535,NASA Ames Research Center,CA,94035-0000,USA,CA,94035-0000,USA,,,,Moffett Field,009231648
5259,101555,MiMedx,GA,30062-2254,USA,GA,30062-2254,USA,1775 West Oak Commons Ct. NE,Marietta,,,
204,101575,Portola Pharmaceuticals Inc,CA,94080-4811,USA,CA,94080-4811,USA,270 E. Grant Avenue,,,South San Francisco,
5260,101576,Allegheny Science & Technology Corporation,WV,26330-4509,USA,WV,26330-4509,USA,125 Professional Place,,,Bridgeport,
5261,101577,"Administration for Community Living, HHS",DC,20001-1401,USA,DC,20001-1401,USA,US Department of Health and Human Services,"One Massachusettes Ave., NW",,Washington,
5262,101578,HIV Research Trust,,,GBR,,SK11-7HQ,GBR,Ashfield Healthcare Communications,"Victoria Mill, Windmill Street",,"Macclesfield, Cheshire",
5263,101579,"Public Consulting Group, Inc.",MA,02109-2510,USA,MA,02109-2510,USA,148 State Street 4th Floor,,,Boston,182826909
5264,101580,Cornerstone Montgomery,MD,20814-1848,USA,MD,20814-1848,USA,6040 Southport Drive,,,Bethesda,120839816
5265,101581,"Way Station, Inc.",MD,21705-3826,USA,MD,21705-3826,USA,230 West Patrick Street,P.O. Box 3826,,Frederick,038944542
5266,101582,"Smiths Medical ASD, Inc.",MN,55112-6929,USA,MN,55112-6929,USA,1265 Grey Fox Road,,,St. Paul,
5267,101583,ChangeLab Solutions,CA,94612-3063,USA,CA,94612-3063,USA,"2201 Broadway, Suite 502",,,Oakland,
5268,101584,"Activate Research, Inc.",DC,20001-6700,USA,DC,20001-6700,USA,"20 F Street, NW, 7th Floor",,,Washington,078785817
5269,101585,Hirshberg Foundation for Pancreatic Cancer Research,CA,90064-3996,USA,CA,90064-3996,USA,2990 S. Sepulveda Blvd.,Suite 300C,,Los Angeles,
5270,101595,Johns Hopkins Health System Corporation,MD,21287-0000,USA,MD,21287-0000,USA,600 N. Broadway,Billings Administration 325,,Baltimore,
5271,101615,The New York Foundling,NY,10011-2022,USA,NY,10011-2022,USA,590 Avenue of the Americas,,,New York,
41,101635,Caroline County Health Department,MD,21629-1327,USA,MD,21629-1327,USA,403 S. 7th St,,,Denton,
5272,101636,National Bureau of Economic Research,MA,02138-5359,USA,MA,02138-5359,USA,1050 Massachusetts Avenue,,,Cambridge,054552435
5273,101655,WakeMed,NC,27610-1231,USA,NC,27610-1231,USA,3000 New Bern Avenue,,,Raleigh,
5274,101675,St. Michael's Hospital,,M5C-1R6,CAN,ON,M5C-1R6,CAN,"55 Queen Street, East Suite 800",,,Toronto,208188391
5275,101676,Royal Columbian Hospital,,V3L-3W7,CAN,BC,V3L-3W7,CAN,330 East Columbia Street,,,New Westminster,
5276,101677,"Queen's University, Kingston General Hospital",,K7L-2V7,CAN,ON,K7L-2V7,CAN,76 Stuart Street,,,Kingston,207884032
5277,101678,Association of Migraine Disorders,RI,02852-0609,USA,RI,02852-0609,USA,PO Box 870,,,North Kingstown,
5278,101696,Memorial University of Newfoundland,,A1B-3V6,CAN,BC,A1B-3V6,CAN,"Health Science Centre, Room 1831",230 Elizabeth Ave,,St. Johns,209081785
5279,101697,Pavillon Hopital de l'Enfant-Jesus,,G1J-1Z4,CAN,QC,G1J-1Z4,CAN,Local B-2410,,,Quebec,202909479
5280,101698,Wipe Out Kids' Cancer,TN,75247-4123,USA,TX,75247-4123,USA,1349 Empire Central #240,,,Dallas,
5281,101715,Urology Care Foundation,MD,21090-2260,USA,MD,21090-2260,USA,1000 Corporate Boulevard,,,Linthicum,
5282,101735,New York City Administration for Children's Services,NY,10038-2603,USA,NY,10038-2603,USA,150 William Street,,,New York,
5283,101755,Universidad de Chile,,,CHL,,,CHL,Instituto de Ciencias Biomedicas,Independencia 1027,,Santiago,
5284,101775,"Avioq, Inc.",NC,27709-0002,USA,NC,27709-0002,USA,104 T.W. Alexander Drive,,,Research Triangle Park,
5285,101776,Friedrich Alexander Universitat Erlangen Nurnberg,,,DEU,,91054-00000,DEU,Schlossplatz 4,,,Erlangen,
5286,101777,Natural Pharmacia International Inc,MA,01803-4990,USA,MA,01803-4990,USA,121 Middlesex Turnpike,,,Burlington,
5287,101778,Malaria Consortium,,,GBR,,EC2A-4LT,GBR,Development House,56-65 Leonard Street,,London,
5288,101779,The Three Millennium Development Goal Fund,,,MMR,,,MMR,"No. 12 (0), Pyithu Lane, 7 Mile",Mayangone Township,,Yangon,
5289,101780,Erikson Institute,IL,60654-4510,USA,IL,60654-4510,USA,Graduate School on Child Development,451 N. LaSalle Street,,Chicago,
5290,101781,"Leibniz Institute for Age Research, Fritz Lipmann Institute",,,DEU,,,DEU,Beutenbergstrasse 11,,,D-07745 Jena,
5291,101782,"RadDx, Inc.",PA,19146-5203,USA,PA,19146-5203,USA,104 Surgeon Generals Court,,,Philadelphia,
5292,101796,Tem Innovations GmbH,,81829,DEU,,81829,DEU,Martin-Kollar-Strasse 13-15,,,Munich,
5293,101797,Mitre Corporation,MA,21244-1847,USA,MA,01730-1420,USA,202 Burlington Rd,,,Bedford,960959976
5294,101798,Nosocomial Vaccine Corporation,MD,20855-2774,USA,MD,20855-2774,USA,"c/o ClearPath Vaccines Company, LLC",7361 Calhoun Place Suite 510,,Rockville,
5295,101799,Zygood LLC,MD,21036-1246,USA,MD,21036-1246,USA,14600 Viburnum Drive,,,Dayton,
5296,101815,Royal Society of Chemistry,,CB4-OWF,GBR,,CB4-OWF,GBR,Thomas Graham House Science Park,Milton Road,,Cambridge,
5297,101835,Harborview Medical Center,WA,98104-2420,USA,WA,98104-2420,USA,325 Ninth Avenue,MS 359947,,Seattle,136578817
5298,101855,"Philips Medical Systems (Cleveland), Inc.",OH,44143-2131,USA,OH,44143-2131,USA,Advanced Diagnostic Imaging (ADI),595 Miner Road,,Cleveland,
5299,101875,Seattle Children's Research Institute,WA,98121-2618,USA,WA,98121-2618,USA,2001 8th Ave.,Suite 400,,Seattle,
5300,101895,Palmer College of Chiropractic,FL,32129-4153,USA,FL,32129-4153,USA,4777 City Center Parkway,,,Port Orange,793739587
5301,101915,Palo Alto Veterans Institute for Research,CA,94304-0038,USA,CA,94304-0038,USA,3801 Miranda Avenue,P.O. Box V-38,,Palo Alto,624218814
5302,101935,"Bard Access Systems, Inc.",UT,84116-3738,USA,UT,84116-3738,USA,605 North 5600 West,,,Salt Lake City,
5303,101955,Metrohm USA,FL,33578-8653,USA,FL,33578-8653,USA,6555 Pelican Creek Circle,,,Riverview,
5304,101956,Technische Universitat Braunschweig,,,DEU,,,DEU,Pockelsstrasse 14,,,38106 Braunschweig,324457597
5305,101957,"Human Health Therapeutics, National Research Council Canada",,K1A-0R6,CAN,ON,K1A-0R6,CAN,"1200 Montreal Road, Building M-58",,,Ottawa,253613475
5306,101958,Shaheed Zulfiqar Ali Bhutto Medical University,,,PAK,,44000,PAK,"PIMS, Section-G-8/3",,,Islamabad,645494167
5307,101959,FoodState Inc,NH,03053-2350,USA,NH,03053-2350,USA,11 Delta Dr.,,,Londonderry,
5308,101975,"Microgen, LLC",TX,77568-3318,USA,TX,77568-3318,USA,903 Texas Ave,,,La Marque,111389362
5309,101995,Rigshospitalet,,,DNK,,,DNK,Blegdamsvej 9,,,Koebenhavn 0,
5310,101996,"South Carolina Dept of Administration, Continuum of Care",SC,29201-3751,USA,SC,29201-3751,USA,1205 Pendleton Street 372,,,Columbia,
5311,101997,Allama Iqbal Medical College,,,PAK,,54550,PAK,Allama Shabbir Ahmed Usmani Road,,,Lahore,999999999
5312,101998,Autism Science Foundation,NY,10018-2177,USA,NY,10018-2177,USA,28 West 39th Street,Suite #502,,New York,
5313,101999,"Kaiser Foundation Research Institute, Colorado Region",CO,80237-8066,USA,CO,80237-8066,USA,"10065 East Harvard Avenue, Suite 300",PO Box 378066,,Denver,150829349
5314,102000,Foundation for Applied Molecular Evolution,FL,32615-9544,USA,FL,32615-9544,USA,13709 Progress Blvd.,,,Alachua,
5315,102015,"TechnSys, Inc.",VA,22153-2824,USA,VA,22153-2824,USA,7390 Ward Park Lane,STE G,,Springfield,
5316,102035,"Middendorf Foundation, Inc.",MD,21202-2470,USA,MD,21202-2470,USA,2 East Read Street,,,Baltimore,
5317,102036,Nairobi City County Health Services,,,KEN,,,KEN,PO Box 34349-00100,,,Nairobi,559920373
5318,102037,Worldwide Cancer Research,,KY16 9EH,GBR,,KY16-9EH,GBR,"Madras House, South Street",,,"St. Andrews, Fife, Scotland",
5319,102038,Purdue Pharma LP,CT,06901-3431,USA,CT,06901-3431,USA,One Stamford Forum,201 Tresser Blvd.,,Stamford,
187,102039,Worcester Polytechnic Institute,MA,01609-2280,USA,MA,01609-2280,USA,100 Institute Road,,,Worcester,041508581
5320,102040,WuXi Biologicals,MA,02142-1122,USA,MA,02142-1122,USA,"222 Third Street, Suite 1100",,,Cambridge,664048411
5321,102041,WuXi AppTec,NJ,08536-3345,USA,NJ,08536-3345,USA,101 Morgan Lane,,,Plainsboro,724039172
5322,102055,University of Lausanne,,,CHE,,,CHE,Unicentre,,,CH-1015 Lausanne,482392628
5323,102056,Peruvian National Institute of Health,,,PER,,,PER,Av. Defensores del Morro 2268,,,Lima 9,999999999
5324,102057,"CALIBRE Systems, Inc.",VA,22310-3229,USA,VA,22310-3229,USA,6354 Walker Lane,Suite 300,,Alexandria,555498187
5325,102058,William J. and Dorothy K. O'Neill Foundation,OH,44144-3267,USA,OH,44144-3267,USA,"7575 Northcliff Ave., Suite 205",,,Cleveland,
5326,102059,"Biocryst Pharmaceuticals, Inc HQ",NC,27703-8457,USA,NC,27703-8457,USA,4505 Emperor Blvd,,,Durham,
5327,102075,Women's Health USA Incorporated,CT,06001-2066,USA,CT,06001-2066,USA,Group Purchasing and Clinical Trials,22 Waterville Road,,Avon,
5328,102095,"Serum Institute of India, Ltd.",,,IND,,411-028,IND,"212/2, Off Soli Poonawalla Road",,,"Hadapsar, Pune",
5329,102096,Tropical Diseases Research Centre-Zambia,,,ZMB,,,ZMB,P.O. Box 71769,6-7th Flr Ndola Central Hospital,,Ndola,
5330,102097,GSK Vaccines R&D Center,MD,20850-7464,USA,MD,20850-7464,USA,14200 Shady Grove Road,,,Rockville,
5331,102098,Middle Tennessee Research Institute,TN,37212-2637,USA,TN,37212-2637,USA,1310 24th Ave S,,,Nashville,
5332,102099,North Florida Foundation for Research & Education,FL,32608-1135,USA,FL,32608-1135,USA,1601 S.W. Archer Road,,,Gainesville,
5333,102100,Veteran's Research and Education Foundation,OK,73104-5007,USA,OK,73104-5007,USA,921 NE 13th St,,,Oklahoma City,949186233
5334,102101,Foundation for Advancing Veterans' Health Research,TX,78229-4404,USA,TX,78229-4404,USA,7400 Merton Minter Blvd,,,San Antonio,782549885
5335,102102,"Viking Therapeutics, Inc.",CA,92130-3093,USA,CA,92130-3093,USA,12340 El Camino Real,Suite 250,,San Diego,
5336,102103,Northeast Extension Risk Management Education Center,DE,19716-2130,USA,DE,19716-2130,USA,University of Delaware,112 Townsend Hall,,Newark,
5337,102104,Biomedical Research Foundation of South Texas,TX,78229-4404,USA,TX,78229-4404,USA,7400 Merton Minter Blvd,,,San Antonio,482549885
5338,102105,DeGregorio Family Foundation,NY,10570-0236,USA,NY,10570-0236,USA,P.O. Box 236,,,Pleasantville,
5339,102106,Capital Women's Care,MD,21702-4301,USA,MD,21702-4301,USA,61 Thomas Johnson Drive,,,Frederick,
5340,102107,Rochester Institute of Technology,NY,14623-5603,USA,NY,14623-5603,USA,1 Lomb Memorial Drive,,,Rochester,
5341,102115,"University of Georgia Research Foundation, Inc.",GA,30602-1589,USA,GA,30602-1589,USA,310 East Campus Road,,,Athens,004315578
5342,102135,"Alliance Foundation Trials, LLC",IL,60606-4703,USA,IL,60606-4703,USA,"230 W Monroe Street, Suite 2050",,,Chicago,
5343,102136,Adelphi Values LLC,MA,02210-1005,USA,MA,02210-1005,USA,"290 Congress Street, 7th Floor",,,Boston,
5344,102137,VWR Charitable Foundation,CT,06824-5163,USA,CT,06824-5163,USA,C/O Foundation Source,"55 Walls Drive, Suite 302",,Fairfield,
5345,102138,Qualtrics,UT,84604-0000,USA,UT,84604-0000,USA,400 Qualtrics Drive,,,Provo,
5346,102155,Keep Punching,MD,21209-0359,USA,MD,21209-0359,USA,P.O Box 5359,,,Baltimore,
5347,102156,"Chinese Christian Herald Crusades, Inc",NY,11355-3956,USA,NY,11355-3956,USA,Herald Gospel Plaza,"42-35 Main Street, 2nd Floor",,Flushing,
5348,102158,Del Norte County Dept. of Health and Human Services,CA,95531-2313,USA,CA,95531-2313,USA,880 Northcrest Drive,,,Crescent City,
5349,102159,"Redwood Community Services, Inc.",CA,98482-2077,USA,CA,98482-2077,USA,PO Box 2077,,,Ukiah,
5350,102175,Cardinal Health,OH,43017-9998,USA,OH,43017-9998,USA,1000 Cardinal Place,,,Dublin,
5351,102176,ALT Pharmaceuticals,MD,21201-1109,USA,MD,21201-1109,USA,"801 West Baltimore Street, suite 517",,,Baltimore,
5352,102195,Centrexion Therapeutics Corporation,MD,21202-4365,USA,MD,21202-4365,USA,509 S. Exeter Street,Suite 202,,Baltimore,
5353,102196,Mallinckrodt Pharmaceuticals,CA,94545-3732,USA,CA,94545-3732,USA,26118 Research Road,,,Hayward,
5354,102197,Children's Gaucher Research Fund,CA,95746-9576,USA,CA,95746-9576,USA,8110 Warren Ct,,,Granite Bay,
5355,102198,Optivia Biotechnology Inc.,CA,94025-1118,USA,CA,94025-1118,USA,115 Constitution Drive,Suite 7,,Menlo Park,
95,102199,"AlphaNet, Inc.",FL,33134-7211,USA,FL,33134-7211,USA,3300 Ponce de Leon Boulevard,,,,
5356,102200,"FZata, Inc",MD,21227-0000,USA,MD,21227-0000,USA,BWTech @ UMBC,1450 S Rolling Rd,,Halethorpe,
5357,102201,Lung Biotechnology PBC,MD,20910-4018,USA,MD,20910-4018,USA,1040 Spring St,,,Silver Spring,
5358,102202,"Veristride, Inc.",UT,84115-3749,USA,UT,84115-3749,USA,"3195 S. Main Street, Ste 140",,,South Salt Lake,
5359,102215,"Veracyte, Inc.",CA,94080-7607,USA,CA,94080-7607,USA,7000 Shoreline Court,Suite 250,,South San Francisco,
5360,102235,"3C Institute for Social Development, Inc.",NC,27713-2221,USA,NC,27713-2221,USA,4363 S. Alston Avenue,Suite 300,,Durham,
5361,102236,"Maryland Development Center, LLC",MD,21201-6512,USA,MD,21201-6512,USA,300 W Pratt St,Suite 200,,Baltimore,
5362,102255,Special Olympics Maryland,MD,21227-1651,USA,MD,21227-1651,USA,"3701 Commerce Dr, Suite 103",,,Baltimore,
5363,102275,Merritt Properties,MD,21244-2501,USA,MD,21244-2501,USA,2066 Lord Baltimore Drive,,,Baltimore,
5364,102295,Michigan Center of Medical Research,MI,48336-5965,USA,MI,48336-5965,USA,"27900 Grand River Avenue, Suite 210",,,Farmington Hills,
5365,102296,Kintampo Health Research Centre,,,GHA,,,GHA,P.O. Box 200,,,"Kintampo, Brong Ahafo Region",850496988
194,102297,Queen Mary University of London,,,GBR,,E1-4NS,GBR,327 Mile End Road,,,London,231822839
5366,102298,American Orthopaedics Foot & Ankle Society,IL,60018-4975,USA,IL,60018-4975,USA,"9400 West Higgins Road, Suite 220",,,Rosemont,
5367,102299,"Project Balance, LLC",TX,78711-2696,USA,TX,78711-2696,USA,PO Box 12696,,,Austin,
5368,102315,Imagilin Technologies LLC,MD,21701-5724,USA,MD,21701-5724,USA,93 Monocacy Boulevard,Suite A9,,Frederick,
5369,102335,US Air Force - Wright-Patterson AFB,OH,45433-7541,USA,OH,45433-7541,USA,"2130 Eighth St, Building 45",,,Wright-Patterson AFB,
5370,102355,"OptumLabs, Incorporated",MA,02142-1500,USA,MA,02142-1500,USA,One Main Street; 10th Floor,,,Cambridge,
5371,102356,Society of Cardiovascular Anesthesiologists,IL,60631-2738,USA,IL,60631-2738,USA,8735 W. Higgins Road,Suite 300,,Chicago,
5372,102357,"Longeveron, LLC",FL,33136-1112,USA,FL,33136-1112,USA,1951 NW 7th Ave,Suite 300,,Miami,079689775
5373,102358,"Vaxart, Inc.",CA,94080-1970,USA,CA,94080-1970,USA,Clinical Immunology,385 Oyster Point Blvd.,Suite 9A,South San Francisco,
5374,102359,TheraCord LLC,MD,21218-3637,USA,MD,21218-3637,USA,"1101 E. 33rd Street, Floor 3",,,Baltimore,
5375,102375,Portland VA Research Foundation,OR,97239-4501,USA,OR,97239-4501,USA,3710 SW US Veterans Hospital Road R&D,"Building 104, Room G218 & 219",,Portland,827052887
5376,102415,"ImmunoCellular Therapeutics, Ltd.",CA,91302-1672,USA,CA,91302-1672,USA,23622 Calabasas Road,Suite 300,,Calabasas,
5377,102435,Naval Sea Systems Command,DC,20376-0001,USA,,20376-0001,USA,"1333 Isaac Hull Ave., SE",,,"Washington, DC",
5378,102455,Children's Hospital of Pittsburgh,PA,15224-1334,USA,PA,15224-1334,USA,4401 Penn Ave. 3rd floor,,,Pittsburgh,
5379,102475,US WorldMeds,KY,40241-1086,USA,KY,40241-1086,USA,4441 Springdale Road,,,Louisville,
5380,102477,"Synergy Enterprises, Inc.",MD,20910,USA,MD,20910,USA,"8757 Georgia Avenue, Suite 1440",,,Silver Spring,
5381,102478,"Sage Therapeutics, Inc.",MA,02412-1213,USA,MA,02412-1213,USA,215 First Street,,,Cambridge,
5382,102480,"Center for Disease Dynamics, Economics & Policy",DC,20005-2208,USA,DC,20005-2208,USA,1400 Eye St NW,Suite 500,,Washington,
5383,102481,Rowan University,NJ,08028-1700,USA,NJ,08028-1700,USA,Office of Sponsored Programs,201 Mullica Hill Road,,Glassboro,
5384,102495,University of Malawi College of Medicine,,,MWI,,,MWI,Private Bag 360,Chichiri,,Blantyre,565543253
5385,102515,Irrimax Corporation,GA,30043-5879,USA,GA,30043-5879,USA,1665 Lakes Parkway,Suite 102,,Lawrenceville,
5386,102516,"National History Day, Inc.",MD,20740-3311,USA,MD,20740-3311,USA,"4511 Knox Road, Suite 205",,,College Park,837696459
5387,102517,Oxford Immunotec,MA,01752-4663,USA,MA,01752-4663,USA,"700 Nickerson Rd., Suite 200",,,Marlborough,
5388,102518,University of Technology Sydney,,,AUS,,,AUS,"15 Broadway, Ultimo",,,Sydney,741051098
5389,102519,"Promedior, Inc.",MA,02421-3125,USA,MA,02421-3125,USA,101 Hartwell Avenue,,,Lexington,
5390,102535,Oregon Social Learning Center,OR,97401-4928,USA,OR,97401-4928,USA,10 Shelton McMurphey Blvd.,,,Eugene,084418656
5391,102536,"CytoSorbents Medical, Inc",NJ,08852-1921,USA,NJ,08852-1921,USA,7 Deer Park Drive,Suite K,,Monmouth Junction,
5392,102537,"University of Maryland Upper Chesapeake Health System, Inc.",MD,21014-4339,USA,MD,21014-4339,USA,520 Upper Chesapeake Drive,,,Bel Air,
5393,102538,MedStar St. Mary's Hospital,MD,20650-2015,USA,MD,20650-2015,USA,25500 Point Lookout Road,PO Box 527,,Leonardtown,064869860
5394,102539,Meritus Health,MD,21742-6710,USA,MD,21742-6710,USA,11116 Medical Campus Road,,,Hagerstown,
5395,102540,Calvert Memorial Hospital,MD,20678-4017,USA,MD,20678-4017,USA,100 Hospital Road,,,Prince Frederick,064871122
5396,102541,Dimensions Health Prince George's Hospital Center,MD,20785-1189,USA,MD,20785-1189,USA,3001 Hospital Drive,,,Cheverly,082350422
5397,102542,University of Maryland Charles Regional Medical Center,MD,20646-5959,USA,MD,20646-5959,USA,6 Garrett Avenue,,,LaPlata,
5398,102543,"La Jolla Pharmaceutical Company, Inc.",CA,92122-9999,USA,CA,92122-9999,USA,"4660 La Jolla Village Drive, Suite 1070",Suite 1070,,San Diego,
5399,102544,"Johns Hopkins University, School of Education",MD,21046-2253,USA,MD,21046-2253,USA,6740 Alexander Bell Drive,Suite 202,,Columbia,001910777
5400,102545,DUPLICATE DO NOT USE Johns Hopkins Home Care Group,MD,21224-6014,USA,MD,21224-6014,USA,"5901 Holabird Avenue, Suite A",,,Baltimore,001910777
5401,102546,Frederick Memorial Hospital,MD,21701-4506,USA,MD,21701-4506,USA,400 W. 7th Street,,,Frederick,069382398
5402,102547,Carroll Hospital,MD,21157-5726,USA,MD,21157-5726,USA,200 Memorial Avenue,,,Westminster,
5403,102555,Translational Health Science & Technology Institute,,121001,IND,,121001,IND,NCR Biotech Science Cluster,3rd Milestone Faridabad-Gurgaon Expressway,,"Faridabad, Haryana",859329639
5404,102556,Maharishi Valmiki Infectious Diseases Hospital,,110009,IND,,110009,IND,Kingsway Camp,,,Dehli,
5405,102557,K2M Inc.,VA,20175-8993,USA,VA,20175-8993,USA,"751 Miller Drive, SE",,,Leesburg,
5406,102558,"Healthy Howard, Inc.",MD,21045-5805,USA,MD,21045-5805,USA,Health Care Transformation,8930 Stanford Blvd.,,Columbia,
5407,102579,ECOG-ACRIN Cancer Research Group,PA,19103-3611,USA,PA,19103-3611,USA,1818 Market Street,Suite 1100,,Philadelphia,
5408,102580,"Community Solutions, Inc.",CT,06002-1393,USA,CT,06002-1393,USA,340 West Newburry Road,Suite B,,Bloomfield,
5409,102599,"Bolder BioTechnology, Inc",CO,80301-5705,USA,CO,80301-5705,USA,"2425 55th Street, Suite 210",,,Boulder,
5410,102620,"The International Retinal Research Foundation, Inc.",AL,,USA,AL,35233-0000,,1720 University Boulevard,,,Birmingham,
5411,102623,Sanford Burnham Prebys Medical Discovery,FL,32827-7400,USA,FL,32827-7400,USA,6400 Sanger Road,,,Orlando,020520466
5412,102624,"FSH Society, Inc.",MA,01730-1535,USA,MA,01730-1535,USA,450 Bedford Street,,,Lexington,
5413,102625,Eastern Association for the Surgery of Trauma,IL,60611-0000,USA,IL,60611-0000,USA,"633 N. Saint Clair Street, Suite 2600",,,Chicago,
5414,102626,Maryland Society for Sight,MD,21209-4917,USA,MD,21209-4917,USA,1313 West Old Cold Spring Lane,,,Baltimore,
5415,102627,World Organization for Resource Development and Education,MD,20886-3039,USA,MD,20886-3039,USA,"19650 Club House Rd, Suite 204",,,Montgomery Village,
5416,102628,TaiMed Biologics USA Corp,CA,92612-1094,USA,CA,92612-1094,USA,18201 Von Karman Avenue,Suite 470,,Irvine,
5417,102639,Precision Health Economics,CA,,USA,CA,90025-3384,USA,"11100 Santa Monica Blvd, Suite 500",,,Los Angeles,
